Disc loss, Gen loss
0.0025578460190445185	0.0025578460190445185
0.0012462246231734753	0.0012462246231734753
0.0016750781796872616	0.0016750781796872616
0.000976896844804287	0.000976896844804287
0.0005869757733307779	0.0005869757733307779
0.0004937471821904182	0.0004937471821904182
0.0001020109630189836	0.0001020109630189836
0.00013328948989510536	0.00013328948989510536
0.0005156489205546677	0.0005156489205546677
0.0009769512107595801	0.0009769512107595801
0.00048737297765910625	0.00048737297765910625
0.0003621089563239366	0.0003621089563239366
0.00034847905044443905	0.00034847905044443905
0.0003575771115720272	0.0003575771115720272
0.0004173868801444769	0.0004173868801444769
0.00040018116123974323	0.00040018116123974323
0.00038346368819475174	0.00038346368819475174
0.00035040336661040783	0.00035040336661040783
0.00028482358902692795	0.00028482358902692795
0.00024352548643946648	0.00024352548643946648
0.00022638635709881783	0.00022638635709881783
0.00018374877981841564	0.00018374877981841564
0.0001264330931007862	0.0001264330931007862
0.00010777590796351433	0.00010777590796351433
8.641183376312256e-05	8.641183376312256e-05
7.270672358572483e-05	7.270672358572483e-05
8.010584861040115e-05	8.010584861040115e-05
6.598792970180511e-05	6.598792970180511e-05
7.749442011117935e-05	7.749442011117935e-05
7.153674960136414e-05	7.153674960136414e-05
7.623550482094288e-05	7.623550482094288e-05
7.865577936172485e-05	7.865577936172485e-05
7.864017970860004e-05	7.864017970860004e-05
6.756745278835297e-05	6.756745278835297e-05
7.165782153606415e-05	7.165782153606415e-05
8.827168494462967e-05	8.827168494462967e-05
6.575416773557663e-05	6.575416773557663e-05
6.542075425386429e-05	6.542075425386429e-05
8.116662502288818e-05	8.116662502288818e-05
8.573941886425018e-05	8.573941886425018e-05
7.228460162878036e-05	7.228460162878036e-05
8.101016283035278e-05	8.101016283035278e-05
7.621943950653076e-05	7.621943950653076e-05
7.397029548883438e-05	7.397029548883438e-05
7.010344415903091e-05	7.010344415903091e-05
7.475633174180984e-05	7.475633174180984e-05
8.518854156136513e-05	8.518854156136513e-05
7.980503141880035e-05	7.980503141880035e-05
8.589867502450943e-05	8.589867502450943e-05
9.6829142421484e-05	9.6829142421484e-05
9.513786062598228e-05	9.513786062598228e-05
9.989459067583084e-05	9.989459067583084e-05
0.00010149646550416946	0.00010149646550416946
0.00010705273598432541	0.00010705273598432541
9.423773735761642e-05	9.423773735761642e-05
9.327102452516556e-05	9.327102452516556e-05
8.486956357955933e-05	8.486956357955933e-05
8.037872612476349e-05	8.037872612476349e-05
8.78339633345604e-05	8.78339633345604e-05
8.126720786094666e-05	8.126720786094666e-05
8.842302486300468e-05	8.842302486300468e-05
0.00010482501238584518	0.00010482501238584518
0.00010586343705654144	0.00010586343705654144
0.00012733088806271553	0.00012733088806271553
0.00013608555309474468	0.00013608555309474468
0.00012974441051483154	0.00012974441051483154
0.0001251471694558859	0.0001251471694558859
0.00011791207361966372	0.00011791207361966372
0.00014704061322845519	0.00014704061322845519
0.00012430897913873196	0.00012430897913873196
9.619118645787239e-05	9.619118645787239e-05
0.00010470370762050152	0.00010470370762050152
9.525101631879807e-05	9.525101631879807e-05
9.807804599404335e-05	9.807804599404335e-05
6.622960790991783e-05	6.622960790991783e-05
3.6465004086494446e-05	3.6465004086494446e-05
4.674308001995087e-05	4.674308001995087e-05
4.85321506857872e-05	4.85321506857872e-05
2.7706846594810486e-05	2.7706846594810486e-05
3.1391624361276627e-05	3.1391624361276627e-05
6.348127499222755e-05	6.348127499222755e-05
4.191184416413307e-05	4.191184416413307e-05
3.133062273263931e-05	3.133062273263931e-05
7.058866322040558e-05	7.058866322040558e-05
7.034000009298325e-05	7.034000009298325e-05
5.8066099882125854e-05	5.8066099882125854e-05
4.761014133691788e-05	4.761014133691788e-05
3.9229635149240494e-05	3.9229635149240494e-05
5.023833364248276e-05	5.023833364248276e-05
4.746997728943825e-05	4.746997728943825e-05
8.21906141936779e-05	8.21906141936779e-05
8.21305438876152e-05	8.21305438876152e-05
5.309050902724266e-05	5.309050902724266e-05
5.628122016787529e-05	5.628122016787529e-05
3.154296427965164e-05	3.154296427965164e-05
5.1993876695632935e-05	5.1993876695632935e-05
6.455369293689728e-05	6.455369293689728e-05
5.925353616476059e-05	5.925353616476059e-05
6.984546780586243e-05	6.984546780586243e-05
6.504449993371964e-05	6.504449993371964e-05
6.994837895035744e-05	6.994837895035744e-05
6.291083991527557e-05	6.291083991527557e-05
4.851212725043297e-05	4.851212725043297e-05
6.372015923261642e-05	6.372015923261642e-05
